date,location_name,year,week,total_ili,unweighted_ili,total_hosp
2016-11-05,Missouri,2016,44,120.0,1.38921,1.38921
2016-11-12,Missouri,2016,45,99.0,1.25032,1.25032
2016-11-19,Missouri,2016,46,120.0,1.40548,1.40548
2016-11-26,Missouri,2016,47,99.0,1.84358,1.84358
2016-12-03,Missouri,2016,48,141.0,1.87003,1.87003
2016-12-10,Missouri,2016,49,113.0,1.66839,1.66839
2016-12-17,Missouri,2016,50,136.0,1.85009,1.85009
2016-12-24,Missouri,2016,51,127.0,2.28994,2.28994
2016-12-31,Missouri,2016,52,224.0,4.06755,4.06755
2017-01-07,Missouri,2017,1,252.0,4.43428,4.43428
2017-01-14,Missouri,2017,2,229.0,3.60914,3.60914
2017-01-21,Missouri,2017,3,283.0,3.74388,3.74388
2017-01-28,Missouri,2017,4,410.0,5.67474,5.67474
2017-02-04,Missouri,2017,5,476.0,6.49829,6.49829
2017-02-11,Missouri,2017,6,556.0,6.74594,6.74594
2017-02-18,Missouri,2017,7,411.0,5.01464,5.01464
2017-02-25,Missouri,2017,8,354.0,4.40847,4.40847
2017-03-04,Missouri,2017,9,243.0,3.08846,3.08846
2017-03-11,Missouri,2017,10,231.0,3.1356,3.1356
2017-03-18,Missouri,2017,11,169.0,2.52691,2.52691
2017-03-25,Missouri,2017,12,137.0,2.01827,2.01827
2017-04-01,Missouri,2017,13,107.0,1.75439,1.75439
2017-04-08,Missouri,2017,14,120.0,1.60621,1.60621
2017-04-15,Missouri,2017,15,93.0,1.28613,1.28613
2017-04-22,Missouri,2017,16,87.0,1.15415,1.15415
2017-04-29,Missouri,2017,17,78.0,1.03435,1.03435
2017-05-06,Missouri,2017,18,76.0,1.07771,1.07771
2017-05-13,Missouri,2017,19,16.0,0.407643,0.407643
2017-05-20,Missouri,2017,20,11.0,0.345261,0.345261
2017-05-27,Missouri,2017,21,5.0,0.18797,0.18797
2017-06-03,Missouri,2017,22,2.0,0.0851064,0.0851064
2017-06-10,Missouri,2017,23,5.0,0.19425,0.19425
2017-06-17,Missouri,2017,24,4.0,0.167785,0.167785
2017-06-24,Missouri,2017,25,1.0,0.0418235,0.0418235
2017-07-01,Missouri,2017,26,4.0,0.15534,0.15534
2017-07-08,Missouri,2017,27,2.0,0.0955566,0.0955566
2017-07-15,Missouri,2017,28,1.0,0.0381825,0.0381825
2017-07-22,Missouri,2017,29,1.0,0.0416667,0.0416667
2017-07-29,Missouri,2017,30,2.0,0.10005,0.10005
2017-08-05,Missouri,2017,31,1.0,0.0507614,0.0507614
2017-08-12,Missouri,2017,32,0.0,0.0,0.0
2017-08-19,Missouri,2017,33,2.0,0.0850702,0.0850702
2017-08-26,Missouri,2017,34,3.0,0.0951173,0.0951173
2017-09-02,Missouri,2017,35,3.0,0.0928505,0.0928505
2017-09-09,Missouri,2017,36,12.0,0.387597,0.387597
2017-09-16,Missouri,2017,37,18.0,0.494777,0.494777
2017-09-23,Missouri,2017,38,22.0,0.614182,0.614182
2017-09-30,Missouri,2017,39,26.0,0.769003,0.769003
2017-10-07,Missouri,2017,40,20.0,0.445236,0.445236
2017-10-14,Missouri,2017,41,23.0,0.523918,0.523918
2017-10-21,Missouri,2017,42,34.0,0.779459,0.779459
2017-10-28,Missouri,2017,43,39.0,0.877785,0.877785
2017-11-04,Missouri,2017,44,92.0,1.1684,1.1684
2017-11-11,Missouri,2017,45,78.0,0.99566,0.99566
2017-11-18,Missouri,2017,46,100.0,1.26502,1.26502
2017-11-25,Missouri,2017,47,77.0,1.39695,1.39695
2017-12-02,Missouri,2017,48,72.0,1.42461,1.42461
2017-12-09,Missouri,2017,49,172.0,2.27393,2.27393
2017-12-16,Missouri,2017,50,203.0,2.78846,2.78846
2017-12-23,Missouri,2017,51,278.0,4.90646,4.90646
2017-12-30,Missouri,2017,52,190.0,9.33202,9.33202
2018-01-06,Missouri,2018,1,256.0,10.7473,10.7473
2018-01-13,Missouri,2018,2,271.0,8.80156,8.80156
2018-01-20,Missouri,2018,3,448.0,11.2224,11.2224
2018-01-27,Missouri,2018,4,497.0,11.1635,11.1635
2018-02-03,Missouri,2018,5,852.0,10.7224,10.7224
2018-02-10,Missouri,2018,6,659.0,9.99242,9.99242
2018-02-17,Missouri,2018,7,688.0,8.79233,8.79233
2018-02-24,Missouri,2018,8,372.0,5.33869,5.33869
2018-03-03,Missouri,2018,9,246.0,3.62191,3.62191
2018-03-10,Missouri,2018,10,126.0,3.07167,3.07167
2018-03-17,Missouri,2018,11,39.0,1.49655,1.49655
2018-03-24,Missouri,2018,12,94.0,2.99745,2.99745
2018-03-31,Missouri,2018,13,42.0,1.60183,1.60183
2018-04-07,Missouri,2018,14,45.0,1.42001,1.42001
2018-04-14,Missouri,2018,15,38.0,1.17284,1.17284
2018-04-21,Missouri,2018,16,19.0,0.613893,0.613893
2018-04-28,Missouri,2018,17,25.0,0.78765,0.78765
2018-05-05,Missouri,2018,18,4.0,0.167715,0.167715
2018-05-12,Missouri,2018,19,9.0,0.327392,0.327392
2018-05-19,Missouri,2018,20,7.0,0.318182,0.318182
2018-05-26,Missouri,2018,21,4.0,0.214707,0.214707
2018-06-02,Missouri,2018,22,5.0,0.279174,0.279174
2018-06-09,Missouri,2018,23,2.0,0.0922084,0.0922084
2018-06-16,Missouri,2018,24,2.0,0.0935891,0.0935891
2018-06-23,Missouri,2018,25,5.0,0.231589,0.231589
2018-06-30,Missouri,2018,26,6.0,0.285987,0.285987
2018-07-07,Missouri,2018,27,0.0,0.0,0.0
2018-07-14,Missouri,2018,28,0.0,0.0,0.0
2018-07-21,Missouri,2018,29,2.0,0.103146,0.103146
2018-07-28,Missouri,2018,30,1.0,0.04914,0.04914
2018-08-04,Missouri,2018,31,2.0,0.100959,0.100959
2018-08-11,Missouri,2018,32,3.0,0.149328,0.149328
2018-08-18,Missouri,2018,33,3.0,0.125209,0.125209
2018-08-25,Missouri,2018,34,1.0,0.0323729,0.0323729
2018-09-01,Missouri,2018,35,10.0,0.299133,0.299133
2018-09-08,Missouri,2018,36,21.0,0.690789,0.690789
2018-09-15,Missouri,2018,37,14.0,0.431034,0.431034
2018-09-22,Missouri,2018,38,18.0,0.554529,0.554529
2018-09-29,Missouri,2018,39,11.0,0.350877,0.350877
2018-10-06,Missouri,2018,40,25.0,0.581937,0.581937
2018-10-13,Missouri,2018,41,23.0,0.564279,0.564279
2018-10-20,Missouri,2018,42,33.0,0.794989,0.794989
2018-10-27,Missouri,2018,43,43.0,0.969123,0.969123
2018-11-03,Missouri,2018,44,59.0,1.44078,1.44078
2018-11-10,Missouri,2018,45,55.0,1.33657,1.33657
2018-11-17,Missouri,2018,46,18.0,0.522496,0.522496
2018-11-24,Missouri,2018,47,23.0,1.18802,1.18802
2018-12-01,Missouri,2018,48,54.0,1.32776,1.32776
2018-12-08,Missouri,2018,49,63.0,1.63128,1.63128
2018-12-15,Missouri,2018,50,83.0,2.36467,2.36467
2018-12-22,Missouri,2018,51,61.0,2.54697,2.54697
2018-12-29,Missouri,2018,52,72.0,4.70588,4.70588
2019-01-05,Missouri,2019,1,56.0,2.90607,2.90607
2019-01-12,Missouri,2019,2,52.0,1.95931,1.95931
2019-01-19,Missouri,2019,3,81.0,2.37189,2.37189
2019-01-26,Missouri,2019,4,93.0,2.68942,2.68942
2019-02-02,Missouri,2019,5,156.0,4.40802,4.40802
2019-02-09,Missouri,2019,6,168.0,4.48478,4.48478
2019-02-16,Missouri,2019,7,188.0,4.87805,4.87805
2019-02-23,Missouri,2019,8,262.0,6.52715,6.52715
2019-03-02,Missouri,2019,9,236.0,5.76876,5.76876
2019-03-09,Missouri,2019,10,249.0,6.00724,6.00724
2019-03-16,Missouri,2019,11,264.0,7.85013,7.85013
2019-03-23,Missouri,2019,12,299.0,7.25024,7.25024
2019-03-30,Missouri,2019,13,180.0,5.52656,5.52656
2019-04-06,Missouri,2019,14,112.0,2.84553,2.84553
2019-04-13,Missouri,2019,15,88.0,2.32313,2.32313
2019-04-20,Missouri,2019,16,23.0,1.09264,1.09264
2019-04-27,Missouri,2019,17,29.0,1.06972,1.06972
2019-05-04,Missouri,2019,18,27.0,0.983248,0.983248
2019-05-11,Missouri,2019,19,14.0,0.586756,0.586756
2019-05-18,Missouri,2019,20,15.0,0.640205,0.640205
2019-05-25,Missouri,2019,21,10.0,0.534474,0.534474
2019-06-01,Missouri,2019,22,4.0,0.252525,0.252525
2019-06-08,Missouri,2019,23,6.0,0.343249,0.343249
2019-06-15,Missouri,2019,24,0.0,0.0,0.0
2019-06-22,Missouri,2019,25,1.0,0.0596659,0.0596659
2019-06-29,Missouri,2019,26,2.0,0.132538,0.132538
2019-07-06,Missouri,2019,27,0.0,0.0,0.0
2019-07-13,Missouri,2019,28,3.0,0.170746,0.170746
2019-07-20,Missouri,2019,29,0.0,0.0,0.0
2019-07-27,Missouri,2019,30,1.0,0.0619579,0.0619579
2019-08-03,Missouri,2019,31,0.0,0.0,0.0
2019-08-10,Missouri,2019,32,2.0,0.114679,0.114679
2019-08-17,Missouri,2019,33,1.0,0.0452899,0.0452899
2019-08-24,Missouri,2019,34,5.0,0.183891,0.183891
2019-08-31,Missouri,2019,35,6.0,0.212615,0.212615
2019-09-07,Missouri,2019,36,12.0,0.485437,0.485437
2019-09-14,Missouri,2019,37,25.0,0.755744,0.755744
2019-09-21,Missouri,2019,38,14.0,0.522388,0.522388
2019-09-28,Missouri,2019,39,34.0,1.32864,1.32864
2019-10-05,Missouri,2019,40,16.0,0.447427,0.447427
2019-10-12,Missouri,2019,41,12.0,0.35482,0.35482
2019-10-19,Missouri,2019,42,20.0,0.56164,0.56164
2019-10-26,Missouri,2019,43,26.0,0.718034,0.718034
2019-11-02,Missouri,2019,44,32.0,0.960096,0.960096
2019-11-09,Missouri,2019,45,30.0,0.796601,0.796601
2019-11-16,Missouri,2019,46,55.0,1.57008,1.57008
2019-11-23,Missouri,2019,47,44.0,1.23077,1.23077
2019-11-30,Missouri,2019,48,8.0,0.695652,0.695652
2019-12-07,Missouri,2019,49,36.0,1.10531,1.10531
2019-12-14,Missouri,2019,50,27.0,1.01124,1.01124
2019-12-21,Missouri,2019,51,25.0,1.52812,1.52812
2019-12-28,Missouri,2019,52,32.0,4.10783,4.10783
2020-01-04,Missouri,2020,1,31.0,3.54691,3.54691
2020-01-11,Missouri,2020,2,36.0,1.93029,1.93029
2020-01-18,Missouri,2020,3,145.0,5.89431,5.89431
2020-01-25,Missouri,2020,4,213.0,8.07736,8.07736
2020-02-01,Missouri,2020,5,296.0,9.08812,9.08812
2020-02-08,Missouri,2020,6,268.0,9.09399,9.09399
2020-02-15,Missouri,2020,7,204.0,6.71494,6.71494
2020-02-22,Missouri,2020,8,173.0,6.21631,6.21631
2020-02-29,Missouri,2020,9,207.0,8.97658,8.97658
2020-03-07,Missouri,2020,10,228.0,9.83182,9.83182
2020-03-14,Missouri,2020,11,153.0,8.39276,8.39276
2020-03-21,Missouri,2020,12,88.0,7.02314,7.02314
2020-03-28,Missouri,2020,13,23.0,3.74593,3.74593
2020-04-04,Missouri,2020,14,8.0,1.17302,1.17302
2020-04-11,Missouri,2020,15,4.0,0.907029,0.907029
2020-04-18,Missouri,2020,16,4.0,0.589102,0.589102
2020-04-25,Missouri,2020,17,1.0,0.135685,0.135685
2020-05-02,Missouri,2020,18,6.0,0.857143,0.857143
2020-05-09,Missouri,2020,19,2.0,0.246002,0.246002
2020-05-16,Missouri,2020,20,1.0,0.108578,0.108578
2020-05-23,Missouri,2020,21,0.0,0.0,0.0
2020-05-30,Missouri,2020,22,1.0,0.148588,0.148588
2020-06-06,Missouri,2020,23,1.0,0.117509,0.117509
2020-06-13,Missouri,2020,24,1.0,0.110742,0.110742
2020-06-20,Missouri,2020,25,171.0,0.631299,0.631299
2020-06-27,Missouri,2020,26,185.0,0.666763,0.666763
2020-07-04,Missouri,2020,27,235.0,0.859484,0.859484
2020-07-11,Missouri,2020,28,270.0,0.942211,0.942211
2020-07-18,Missouri,2020,29,273.0,0.979337,0.979337
2020-07-25,Missouri,2020,30,230.0,0.820637,0.820637
2020-08-01,Missouri,2020,31,246.0,0.914566,0.914566
2020-08-08,Missouri,2020,32,276.0,1.00612,1.00612
2020-08-15,Missouri,2020,33,259.0,0.918179,0.918179
2020-08-22,Missouri,2020,34,184.0,0.659498,0.659498
2020-08-29,Missouri,2020,35,245.0,0.866858,0.866858
2020-09-05,Missouri,2020,36,268.0,0.957143,0.957143
2020-09-12,Missouri,2020,37,319.0,1.11111,1.11111
2020-09-19,Missouri,2020,38,269.0,0.962467,0.962467
2020-09-26,Missouri,2020,39,290.0,1.03442,1.03442
2020-10-03,Missouri,2020,40,302.0,1.26397,1.26397
2020-10-10,Missouri,2020,41,346.0,1.29355,1.29355
2020-10-17,Missouri,2020,42,250.0,1.08681,1.08681
2020-10-24,Missouri,2020,43,254.0,1.06664,1.06664
2020-10-31,Missouri,2020,44,271.0,1.17616,1.17616
2020-11-07,Missouri,2020,45,312.0,1.18762,1.18762
2020-11-14,Missouri,2020,46,365.0,1.38452,1.38452
2020-11-21,Missouri,2020,47,351.0,1.45462,1.45462
2020-11-28,Missouri,2020,48,334.0,1.44077,1.44077
2020-12-05,Missouri,2020,49,325.0,1.38422,1.38422
2020-12-12,Missouri,2020,50,311.0,1.28939,1.28939
2020-12-19,Missouri,2020,51,278.0,1.18162,1.18162
2020-12-26,Missouri,2020,52,307.0,1.34874,1.34874
2021-01-02,Missouri,2020,53,320.0,1.34919,1.34919
2021-01-09,Missouri,2021,1,265.0,1.06558,1.06558
2021-01-16,Missouri,2021,2,235.0,1.02517,1.02517
2021-01-23,Missouri,2021,3,260.0,1.0809,1.0809
2021-01-30,Missouri,2021,4,268.0,1.14844,1.14844
2021-02-06,Missouri,2021,5,216.0,0.910087,0.910087
2021-02-13,Missouri,2021,6,181.0,0.847418,0.847418
2021-02-20,Missouri,2021,7,129.0,0.642782,0.642782
2021-02-27,Missouri,2021,8,165.0,0.683881,0.683881
2021-03-06,Missouri,2021,9,155.0,0.637781,0.637781
2021-03-13,Missouri,2021,10,170.0,0.676159,0.676159
2021-03-20,Missouri,2021,11,167.0,0.683894,0.683894
2021-03-27,Missouri,2021,12,181.0,0.737661,0.737661
2021-04-03,Missouri,2021,13,174.0,0.697618,0.697618
2021-04-10,Missouri,2021,14,204.0,0.767928,0.767928
2021-04-17,Missouri,2021,15,208.0,0.774501,0.774501
2021-04-24,Missouri,2021,16,248.0,0.92527,0.92527
2021-05-01,Missouri,2021,17,266.0,0.966921,0.966921
2021-05-08,Missouri,2021,18,239.0,0.875779,0.875779
2021-05-15,Missouri,2021,19,272.0,1.02041,1.02041
2021-05-22,Missouri,2021,20,295.0,1.06783,1.06783
2021-05-29,Missouri,2021,21,222.0,0.994401,0.994401
2021-06-05,Missouri,2021,22,284.0,1.33246,1.33246
2021-06-12,Missouri,2021,23,353.0,1.19531,1.19531
2021-06-19,Missouri,2021,24,389.0,1.32507,1.32507
2021-06-26,Missouri,2021,25,397.0,1.36127,1.36127
2021-07-03,Missouri,2021,26,266.0,1.27602,1.27602
2021-07-10,Missouri,2021,27,460.0,1.5016,1.5016
2021-07-17,Missouri,2021,28,564.0,1.83379,1.83379
2021-07-24,Missouri,2021,29,549.0,1.76323,1.76323
2021-07-31,Missouri,2021,30,589.0,1.90104,1.90104
2021-08-07,Missouri,2021,31,528.0,1.68405,1.68405
2021-08-14,Missouri,2021,32,535.0,1.76056,1.76056
2021-08-21,Missouri,2021,33,476.0,1.6163,1.6163
2021-08-28,Missouri,2021,34,464.0,1.56884,1.56884
2021-09-04,Missouri,2021,35,586.0,1.95353,1.95353
2021-09-11,Missouri,2021,36,685.0,2.16608,2.16608
2021-09-18,Missouri,2021,37,613.0,1.95316,1.95316
2021-09-25,Missouri,2021,38,541.0,1.87535,1.87535
2021-10-02,Missouri,2021,39,553.0,1.88679,1.88679
2021-10-09,Missouri,2021,40,482.0,1.66713,1.66713
2021-10-16,Missouri,2021,41,491.0,1.73652,1.73652
2021-10-23,Missouri,2021,42,409.0,1.49167,1.49167
2021-10-30,Missouri,2021,43,423.0,1.53139,1.53139
2021-11-06,Missouri,2021,44,491.0,1.75784,1.75784
2021-11-13,Missouri,2021,45,553.0,1.88063,1.88063
2021-11-20,Missouri,2021,46,549.0,1.86786,1.86786
2021-11-27,Missouri,2021,47,557.0,2.0005,2.0005
2021-12-04,Missouri,2021,48,772.0,2.40304,2.40304
2021-12-11,Missouri,2021,49,708.0,2.27098,2.27098
2021-12-18,Missouri,2021,50,818.0,2.99754,2.99754
2021-12-25,Missouri,2021,51,1026.0,3.78528,3.78528
2022-01-01,Missouri,2021,52,1518.0,4.34583,4.34583
2022-01-08,Missouri,2022,1,1190.0,3.7961,3.7961
2022-01-15,Missouri,2022,2,1293.0,4.42278,4.42278
2022-01-22,Missouri,2022,3,1151.0,4.14506,4.14506
2022-01-29,Missouri,2022,4,779.0,2.94841,2.94841
2022-02-05,Missouri,2022,5,487.0,2.20962,2.20962
2022-02-12,Missouri,2022,6,337.0,1.35238,1.35238
2022-02-19,Missouri,2022,7,289.0,1.24093,1.24093
2022-02-26,Missouri,2022,8,306.0,1.34081,1.34081
2022-03-05,Missouri,2022,9,331.0,1.32644,1.32644
2022-03-12,Missouri,2022,10,320.0,1.33228,1.33228
2022-03-19,Missouri,2022,11,362.0,1.39795,1.39795
2022-03-26,Missouri,2022,12,304.0,1.20244,1.20244
2022-04-02,Missouri,2022,13,339.0,1.34337,1.34337
2022-04-09,Missouri,2022,14,332.0,1.29379,1.29379
2022-04-16,Missouri,2022,15,326.0,1.28564,1.28564
2022-04-23,Missouri,2022,16,332.0,1.27506,1.27506
2022-04-30,Missouri,2022,17,313.0,1.15447,1.15447
2022-05-07,Missouri,2022,18,289.0,1.13806,1.13806
2022-05-14,Missouri,2022,19,281.0,0.994549,0.994549
2022-05-21,Missouri,2022,20,286.0,1.0237,1.0237
2022-05-28,Missouri,2022,21,291.0,1.0686,1.0686
2022-06-04,Missouri,2022,22,273.0,0.983997,0.983997
2022-06-11,Missouri,2022,23,265.0,0.960041,0.960041
2022-06-18,Missouri,2022,24,270.0,0.962773,0.962773
2022-06-25,Missouri,2022,25,275.0,0.969197,0.969197
2022-07-02,Missouri,2022,26,268.0,0.954756,0.954756
2022-07-09,Missouri,2022,27,330.0,1.1082,1.1082
2022-07-16,Missouri,2022,28,313.0,1.07405,1.07405
2022-07-23,Missouri,2022,29,302.0,1.0426,1.0426
2022-07-30,Missouri,2022,30,280.0,1.01781,1.01781
2022-08-06,Missouri,2022,31,247.0,0.889737,0.889737
2022-08-13,Missouri,2022,32,243.0,0.873881,0.873881
2022-08-20,Missouri,2022,33,250.0,0.922782,0.922782
2022-08-27,Missouri,2022,34,245.0,0.889324,0.889324
2022-09-03,Missouri,2022,35,341.0,1.19961,1.19961
2022-09-10,Missouri,2022,36,421.0,1.39017,1.39017
2022-09-17,Missouri,2022,37,381.0,1.30524,1.30524
2022-09-24,Missouri,2022,38,304.0,1.07778,1.07778
2022-10-01,Missouri,2022,39,371.0,1.32254,1.32254
2022-10-08,Missouri,2022,40,458.0,1.61376,1.61376
2022-10-15,Missouri,2022,41,467.0,1.58655,1.58655
2022-10-22,Missouri,2022,42,603.0,2.08283,2.08283
2022-10-29,Missouri,2022,43,657.0,2.22689,2.22689
2022-11-05,Missouri,2022,44,806.0,2.69953,2.69953
2022-11-12,Missouri,2022,45,888.0,2.96742,2.96742
2022-11-19,Missouri,2022,46,996.0,3.48544,3.48544
2022-11-26,Missouri,2022,47,1733.0,5.53674,5.53674
2022-12-03,Missouri,2022,48,2038.0,6.03798,6.03798
2022-12-10,Missouri,2022,49,1970.0,6.00537,6.00537
2022-12-17,Missouri,2022,50,1658.0,5.36761,5.36761
2022-12-24,Missouri,2022,51,1215.0,4.71533,4.71533
2022-12-31,Missouri,2022,52,1061.0,3.72634,3.72634
2023-01-07,Missouri,2023,1,732.0,2.54857,2.54857
2023-01-14,Missouri,2023,2,516.0,1.95825,1.95825
2023-01-21,Missouri,2023,3,501.0,1.88367,1.88367
2023-01-28,Missouri,2023,4,447.0,1.7391,1.7391
2023-02-04,Missouri,2023,5,430.0,1.72621,1.72621
2023-02-11,Missouri,2023,6,454.0,1.65942,1.65942
2023-02-18,Missouri,2023,7,517.0,1.90088,1.90088
2023-02-25,Missouri,2023,8,454.0,1.63028,1.63028
2023-03-04,Missouri,2023,9,528.0,1.85961,1.85961
2023-03-11,Missouri,2023,10,510.0,1.80225,1.80225
2023-03-18,Missouri,2023,11,457.0,1.6537,1.6537
2023-03-25,Missouri,2023,12,469.0,1.68354,1.68354
2023-04-01,Missouri,2023,13,414.0,1.48228,1.48228
2023-04-08,Missouri,2023,14,374.0,1.33676,1.33676
2023-04-15,Missouri,2023,15,306.0,1.07735,1.07735
2023-04-22,Missouri,2023,16,311.0,1.13607,1.13607
2023-04-29,Missouri,2023,17,371.0,1.35977,1.35977
2023-05-06,Missouri,2023,18,337.0,1.22181,1.22181
2023-05-13,Missouri,2023,19,311.0,1.11698,1.11698
2023-05-20,Missouri,2023,20,225.0,0.833827,0.833827
2023-05-27,Missouri,2023,21,270.0,0.964596,0.964596
2023-06-03,Missouri,2023,22,254.0,0.889792,0.889792
2023-06-10,Missouri,2023,23,197.0,0.683363,0.683363
2023-06-17,Missouri,2023,24,222.0,0.800288,0.800288
2023-06-24,Missouri,2023,25,178.0,0.642066,0.642066
2023-07-01,Missouri,2023,26,162.0,0.586829,0.586829
2023-07-08,Missouri,2023,27,173.0,0.626925,0.626925
2023-07-15,Missouri,2023,28,160.0,0.577367,0.577367
2023-07-22,Missouri,2023,29,140.0,0.516815,0.516815
2023-07-29,Missouri,2023,30,172.0,0.616797,0.616797
2023-08-05,Missouri,2023,31,155.0,0.590634,0.590634
2023-08-12,Missouri,2023,32,167.0,0.641715,0.641715
2023-08-19,Missouri,2023,33,188.0,0.712094,0.712094
2023-08-26,Missouri,2023,34,180.0,0.646575,0.646575
2023-09-02,Missouri,2023,35,315.0,1.08322,1.08322
2023-09-09,Missouri,2023,36,427.0,1.42182,1.42182
2023-09-16,Missouri,2023,37,371.0,1.31035,1.31035
2023-09-23,Missouri,2023,38,361.0,1.24414,1.24414
2023-09-30,Missouri,2023,39,327.0,1.12996,1.12996
2023-10-07,Missouri,2023,40,365.0,1.29875,1.29875
2023-10-14,Missouri,2023,41,390.0,1.38578,1.38578
2023-10-21,Missouri,2023,42,344.0,1.22446,1.22446
2023-10-28,Missouri,2023,43,446.0,1.57075,1.57075
2023-11-04,Missouri,2023,44,373.0,1.39789,1.39789
2023-11-11,Missouri,2023,45,476.0,1.63568,1.63568
2023-11-18,Missouri,2023,46,472.0,1.62121,1.62121
2023-11-25,Missouri,2023,47,491.0,1.84767,1.84767
2023-12-02,Missouri,2023,48,639.0,2.15623,2.15623
2023-12-09,Missouri,2023,49,677.0,2.26634,2.26634
2023-12-16,Missouri,2023,50,796.0,2.66801,2.66801
2023-12-23,Missouri,2023,51,845.0,2.80247,2.80247
2023-12-30,Missouri,2023,52,884.0,2.95247,2.95247
2024-01-06,Missouri,2024,1,830.0,2.75245,2.75245
2024-01-13,Missouri,2024,2,692.0,2.58479,2.58479
2024-01-20,Missouri,2024,3,535.0,2.17665,2.17665
2024-01-27,Missouri,2024,4,554.0,1.97153,1.97153
2024-02-03,Missouri,2024,5,688.0,2.40829,2.40829
2024-02-10,Missouri,2024,6,847.0,2.78316,2.78316
2024-02-17,Missouri,2024,7,919.0,3.10756,3.10756
2024-02-24,Missouri,2024,8,1014.0,3.27826,3.27826
2024-03-02,Missouri,2024,9,979.0,3.18312,3.18312
2024-03-09,Missouri,2024,10,876.0,2.87543,2.87543
2024-03-16,Missouri,2024,11,676.0,2.33764,2.33764
2024-03-23,Missouri,2024,12,517.0,1.8051,1.8051
2024-03-30,Missouri,2024,13,468.0,1.91466,1.91466
2024-04-06,Missouri,2024,14,433.0,1.57317,1.57317
2024-04-13,Missouri,2024,15,390.0,1.32558,1.32558
2024-04-20,Missouri,2024,16,370.0,1.18026,1.18026
2024-04-27,Missouri,2024,17,284.0,0.996281,0.996281
2024-05-04,Missouri,2024,18,173.0,0.666641,0.666641
2024-05-11,Missouri,2024,19,181.0,0.701061,0.701061
2024-05-18,Missouri,2024,20,159.0,0.681322,0.681322
2024-05-25,Missouri,2024,21,196.0,0.744539,0.744539
2024-06-01,Missouri,2024,22,177.0,0.709931,0.709931
2024-06-08,Missouri,2024,23,151.0,0.605259,0.605259
2024-06-15,Missouri,2024,24,124.0,0.501801,0.501801
2024-06-22,Missouri,2024,25,140.0,0.5671,0.5671
2024-06-29,Missouri,2024,26,118.0,0.472038,0.472038
2024-07-06,Missouri,2024,27,144.0,0.591935,0.591935
2024-07-13,Missouri,2024,28,120.0,0.463965,0.463965
2024-07-20,Missouri,2024,29,142.0,0.554818,0.554818
2024-07-27,Missouri,2024,30,150.0,0.58393,0.58393
2024-08-03,Missouri,2024,31,182.0,0.707648,0.707648
2024-08-10,Missouri,2024,32,132.0,0.535215,0.535215
2024-08-17,Missouri,2024,33,159.0,0.627293,0.627293
2024-08-24,Missouri,2024,34,187.0,0.734428,0.734428
2024-08-31,Missouri,2024,35,224.0,0.828127,0.828127
2024-09-07,Missouri,2024,36,293.0,1.09956,1.09956
2024-09-14,Missouri,2024,37,233.0,0.879312,0.879312
2024-09-21,Missouri,2024,38,244.0,0.915435,0.915435
2024-09-28,Missouri,2024,39,230.0,0.89435,0.89435
2024-10-05,Missouri,2024,40,236.0,0.914233,0.914233
2024-10-12,Missouri,2024,41,255.0,1.02344,1.02344
2024-10-19,Missouri,2024,42,276.0,1.10861,1.10861
2024-10-26,Missouri,2024,43,250.0,0.951185,0.951185
2024-11-02,Missouri,2024,44,242.0,0.945386,0.945386
2024-11-09,Missouri,2024,45,281.0,1.1112,1.1112
2024-11-16,Missouri,2024,46,259.0,1.02258,1.02258
2024-11-23,Missouri,2024,47,290.0,1.11329,1.11329
2024-11-30,Missouri,2024,48,303.0,1.2892,1.2892
2024-12-07,Missouri,2024,49,349.0,1.38509,1.38509
2024-12-14,Missouri,2024,50,410.0,1.54304,1.54304
2024-12-21,Missouri,2024,51,456.0,1.72433,1.72433
2024-12-28,Missouri,2024,52,835.0,3.03537,3.03537
2025-01-04,Missouri,2025,1,951.0,3.51272,3.51272
2025-01-11,Missouri,2025,2,497.0,2.26992,2.26992
2010-10-09,Montana,2010,40,1.0,0.0371195,0.0371195
2010-10-16,Montana,2010,41,5.0,0.180963,0.180963
2010-10-23,Montana,2010,42,5.0,0.185874,0.185874
2010-10-30,Montana,2010,43,1.0,0.0363901,0.0363901
2010-11-06,Montana,2010,44,1.0,0.0405186,0.0405186
2010-11-13,Montana,2010,45,6.0,0.243902,0.243902
2010-11-20,Montana,2010,46,3.0,0.10993,0.10993
2010-11-27,Montana,2010,47,10.0,0.537057,0.537057
2010-12-04,Montana,2010,48,1.0,0.0380518,0.0380518
2010-12-11,Montana,2010,49,1.0,0.0359454,0.0359454
2010-12-18,Montana,2010,50,2.0,0.0772798,0.0772798
2010-12-25,Montana,2010,51,1.0,0.062422,0.062422
2011-01-01,Montana,2010,52,3.0,0.234926,0.234926
2011-01-08,Montana,2011,1,0.0,0.0,0.0
2011-01-15,Montana,2011,2,5.0,0.221926,0.221926
2011-01-22,Montana,2011,3,5.0,0.251004,0.251004
2011-01-29,Montana,2011,4,6.0,0.207828,0.207828
2011-02-05,Montana,2011,5,23.0,0.836972,0.836972
2011-02-12,Montana,2011,6,10.0,0.355114,0.355114
2011-02-19,Montana,2011,7,20.0,0.701262,0.701262
2011-02-26,Montana,2011,8,28.0,1.10193,1.10193
2011-03-05,Montana,2011,9,32.0,1.11654,1.11654
