date,location_name,year,week,total_ili,unweighted_ili,total_hosp
2019-05-18,Alabama,2019,20,656.0,1.62678,1.62678
2019-05-25,Alabama,2019,21,622.0,1.54696,1.54696
2019-06-01,Alabama,2019,22,549.0,1.37628,1.37628
2019-06-08,Alabama,2019,23,472.0,1.18038,1.18038
2019-06-15,Alabama,2019,24,386.0,1.01858,1.01858
2019-06-22,Alabama,2019,25,364.0,1.00722,1.00722
2019-06-29,Alabama,2019,26,292.0,0.807947,0.807947
2019-07-06,Alabama,2019,27,237.0,0.694119,0.694119
2019-07-13,Alabama,2019,28,272.0,0.717621,0.717621
2019-07-20,Alabama,2019,29,287.0,0.78857,0.78857
2019-07-27,Alabama,2019,30,292.0,0.806363,0.806363
2019-08-03,Alabama,2019,31,316.0,0.873338,0.873338
2019-08-10,Alabama,2019,32,279.0,0.763401,0.763401
2019-08-17,Alabama,2019,33,411.0,1.06962,1.06962
2019-08-24,Alabama,2019,34,530.0,1.40931,1.40931
2019-08-31,Alabama,2019,35,609.0,1.59424,1.59424
2019-09-07,Alabama,2019,36,690.0,1.81117,1.81117
2019-09-14,Alabama,2019,37,688.0,1.80076,1.80076
2019-09-21,Alabama,2019,38,616.0,1.66527,1.66527
2019-09-28,Alabama,2019,39,699.0,1.91817,1.91817
2019-10-05,Alabama,2019,40,937.0,1.97633,1.97633
2019-10-12,Alabama,2019,41,862.0,1.8918,1.8918
2019-10-19,Alabama,2019,42,947.0,2.20263,2.20263
2019-10-26,Alabama,2019,43,1066.0,2.35066,2.35066
2019-11-02,Alabama,2019,44,1209.0,2.64992,2.64992
2019-11-09,Alabama,2019,45,1603.0,3.3596,3.3596
2019-11-16,Alabama,2019,46,1724.0,3.65487,3.65487
2019-11-23,Alabama,2019,47,2332.0,4.66176,4.66176
2019-11-30,Alabama,2019,48,2048.0,4.70394,4.70394
2019-12-07,Alabama,2019,49,2441.0,5.05257,5.05257
2019-12-14,Alabama,2019,50,2728.0,5.58684,5.58684
2019-12-21,Alabama,2019,51,3401.0,7.0398,7.0398
2019-12-28,Alabama,2019,52,4240.0,8.72661,8.72661
2020-01-04,Alabama,2020,1,3573.0,7.25851,7.25851
2020-01-11,Alabama,2020,2,2504.0,5.37005,5.37005
2020-01-18,Alabama,2020,3,2657.0,5.64155,5.64155
2020-01-25,Alabama,2020,4,3140.0,6.66214,6.66214
2020-02-01,Alabama,2020,5,4688.0,9.02719,9.02719
2020-02-08,Alabama,2020,6,4785.0,9.17458,9.17458
2020-02-15,Alabama,2020,7,3750.0,7.54011,7.54011
2020-02-22,Alabama,2020,8,1075.0,9.73203,9.73203
2020-02-29,Alabama,2020,9,2849.0,6.04229,6.04229
2020-03-07,Alabama,2020,10,3090.0,6.32549,6.32549
2020-03-14,Alabama,2020,11,2968.0,6.10561,6.10561
2020-03-21,Alabama,2020,12,2427.0,6.64586,6.64586
2020-03-28,Alabama,2020,13,1319.0,4.64715,4.64715
2020-04-04,Alabama,2020,14,772.0,3.23893,3.23893
2020-04-11,Alabama,2020,15,532.0,2.30453,2.30453
2020-04-18,Alabama,2020,16,460.0,2.0676,2.0676
2020-04-25,Alabama,2020,17,346.0,1.48028,1.48028
2020-05-02,Alabama,2020,18,313.0,1.25794,1.25794
2020-05-09,Alabama,2020,19,291.0,1.05062,1.05062
2020-05-16,Alabama,2020,20,323.0,1.10442,1.10442
2020-05-23,Alabama,2020,21,322.0,1.03377,1.03377
2020-05-30,Alabama,2020,22,276.0,0.884105,0.884105
2020-06-06,Alabama,2020,23,296.0,0.880324,0.880324
2020-06-13,Alabama,2020,24,309.0,0.889157,0.889157
2020-06-20,Alabama,2020,25,355.0,0.960212,0.960212
2020-06-27,Alabama,2020,26,393.0,1.07146,1.07146
2020-07-04,Alabama,2020,27,485.0,1.32833,1.32833
2020-07-11,Alabama,2020,28,654.0,1.61092,1.61092
2020-07-18,Alabama,2020,29,614.0,1.59051,1.59051
2020-07-25,Alabama,2020,30,470.0,1.22651,1.22651
2020-08-01,Alabama,2020,31,435.0,1.15372,1.15372
2020-08-08,Alabama,2020,32,377.0,1.00162,1.00162
2020-08-15,Alabama,2020,33,343.0,0.927704,0.927704
2020-08-22,Alabama,2020,34,338.0,0.93915,0.93915
2020-08-29,Alabama,2020,35,336.0,0.93497,0.93497
2020-09-05,Alabama,2020,36,372.0,1.04627,1.04627
2020-09-12,Alabama,2020,37,366.0,0.994187,0.994187
2020-09-19,Alabama,2020,38,359.0,0.986942,0.986942
2020-09-26,Alabama,2020,39,397.0,1.05884,1.05884
2020-10-03,Alabama,2020,40,408.0,1.11126,1.11126
2020-10-10,Alabama,2020,41,435.0,1.13246,1.13246
2020-10-17,Alabama,2020,42,464.0,1.21625,1.21625
2020-10-24,Alabama,2020,43,500.0,1.29847,1.29847
2020-10-31,Alabama,2020,44,404.0,1.09974,1.09974
2020-11-07,Alabama,2020,45,535.0,1.34503,1.34503
2020-11-14,Alabama,2020,46,507.0,1.17685,1.17685
2020-11-21,Alabama,2020,47,573.0,1.368,1.368
2020-11-28,Alabama,2020,48,515.0,1.40949,1.40949
2020-12-05,Alabama,2020,49,603.0,1.44176,1.44176
2020-12-12,Alabama,2020,50,638.0,1.52792,1.52792
2020-12-19,Alabama,2020,51,592.0,1.46654,1.46654
2020-12-26,Alabama,2020,52,532.0,1.53283,1.53283
2021-01-02,Alabama,2020,53,664.0,1.65359,1.65359
2021-01-09,Alabama,2021,1,616.0,1.48634,1.48634
2021-01-16,Alabama,2021,2,502.0,1.30685,1.30685
2021-01-23,Alabama,2021,3,438.0,1.11555,1.11555
2021-01-30,Alabama,2021,4,515.0,1.31458,1.31458
2021-02-06,Alabama,2021,5,521.0,1.37337,1.37337
2021-02-13,Alabama,2021,6,482.0,1.27459,1.27459
2021-02-20,Alabama,2021,7,320.0,0.948261,0.948261
2021-02-27,Alabama,2021,8,391.0,1.0061,1.0061
2021-03-06,Alabama,2021,9,341.0,0.922419,0.922419
2021-03-13,Alabama,2021,10,373.0,0.991837,0.991837
2021-03-20,Alabama,2021,11,352.0,0.977696,0.977696
2021-03-27,Alabama,2021,12,382.0,1.01133,1.01133
2021-04-03,Alabama,2021,13,326.0,0.86463,0.86463
2021-04-10,Alabama,2021,14,439.0,1.09112,1.09112
2021-04-17,Alabama,2021,15,464.0,1.14724,1.14724
2021-04-24,Alabama,2021,16,534.0,1.2795,1.2795
2021-05-01,Alabama,2021,17,612.0,1.42807,1.42807
2021-05-08,Alabama,2021,18,673.0,1.60701,1.60701
2021-05-15,Alabama,2021,19,692.0,1.66154,1.66154
2021-05-22,Alabama,2021,20,640.0,1.51433,1.51433
2021-05-29,Alabama,2021,21,587.0,1.45723,1.45723
2021-06-05,Alabama,2021,22,540.0,1.40336,1.40336
2021-06-12,Alabama,2021,23,498.0,1.27709,1.27709
2021-06-19,Alabama,2021,24,412.0,1.04312,1.04312
2021-06-26,Alabama,2021,25,432.0,1.11769,1.11769
2021-07-03,Alabama,2021,26,452.0,1.17794,1.17794
2021-07-10,Alabama,2021,27,460.0,1.1695,1.1695
2021-07-17,Alabama,2021,28,555.0,1.38504,1.38504
2021-07-24,Alabama,2021,29,694.0,1.64167,1.64167
2021-07-31,Alabama,2021,30,778.0,1.66756,1.66756
2021-08-07,Alabama,2021,31,917.0,1.9494,1.9494
2021-08-14,Alabama,2021,32,928.0,1.90421,1.90421
2021-08-21,Alabama,2021,33,1058.0,2.16364,2.16364
2021-08-28,Alabama,2021,34,1324.0,2.64229,2.64229
2021-09-04,Alabama,2021,35,1112.0,2.38914,2.38914
2021-09-11,Alabama,2021,36,967.0,2.15564,2.15564
2021-09-18,Alabama,2021,37,704.0,1.65406,1.65406
2021-09-25,Alabama,2021,38,659.0,1.63054,1.63054
2021-10-02,Alabama,2021,39,699.0,1.72235,1.72235
2021-10-09,Alabama,2021,40,761.0,1.62149,1.62149
2021-10-16,Alabama,2021,41,743.0,1.55099,1.55099
2021-10-23,Alabama,2021,42,772.0,1.62996,1.62996
2021-10-30,Alabama,2021,43,767.0,1.73294,1.73294
2021-11-06,Alabama,2021,44,856.0,1.8795,1.8795
2021-11-13,Alabama,2021,45,985.0,2.28316,2.28316
2021-11-20,Alabama,2021,46,1184.0,2.47616,2.47616
2021-11-27,Alabama,2021,47,1011.0,2.54058,2.54058
2021-12-04,Alabama,2021,48,1321.0,2.4477,2.4477
2021-12-11,Alabama,2021,49,1518.0,2.93129,2.93129
2021-12-18,Alabama,2021,50,1671.0,3.24416,3.24416
2021-12-25,Alabama,2021,51,2033.0,3.98089,3.98089
2022-01-01,Alabama,2021,52,3445.0,5.45518,5.45518
2022-01-08,Alabama,2022,1,2709.0,4.49776,4.49776
2022-01-15,Alabama,2022,2,2410.0,4.10164,4.10164
2022-01-22,Alabama,2022,3,1795.0,3.41391,3.41391
2022-01-29,Alabama,2022,4,1213.0,2.50952,2.50952
2022-02-05,Alabama,2022,5,756.0,2.00159,2.00159
2022-02-12,Alabama,2022,6,684.0,1.54217,1.54217
2022-02-19,Alabama,2022,7,706.0,1.57621,1.57621
2022-02-26,Alabama,2022,8,646.0,1.43003,1.43003
2022-03-05,Alabama,2022,9,610.0,1.40175,1.40175
2022-03-12,Alabama,2022,10,656.0,1.49013,1.49013
2022-03-19,Alabama,2022,11,606.0,1.35823,1.35823
2022-03-26,Alabama,2022,12,644.0,1.49064,1.49064
2022-04-02,Alabama,2022,13,572.0,1.28153,1.28153
2022-04-09,Alabama,2022,14,541.0,1.20118,1.20118
2022-04-16,Alabama,2022,15,646.0,1.43505,1.43505
2022-04-23,Alabama,2022,16,707.0,1.54894,1.54894
2022-04-30,Alabama,2022,17,704.0,1.46884,1.46884
2022-05-07,Alabama,2022,18,739.0,1.54013,1.54013
2022-05-14,Alabama,2022,19,762.0,1.56359,1.56359
2022-05-21,Alabama,2022,20,703.0,1.42276,1.42276
2022-05-28,Alabama,2022,21,719.0,1.4815,1.4815
2022-06-04,Alabama,2022,22,642.0,1.39517,1.39517
2022-06-11,Alabama,2022,23,650.0,1.30708,1.30708
2022-06-18,Alabama,2022,24,704.0,1.39994,1.39994
2022-06-25,Alabama,2022,25,743.0,1.50326,1.50326
2022-07-02,Alabama,2022,26,795.0,1.59725,1.59725
2022-07-09,Alabama,2022,27,876.0,1.7191,1.7191
2022-07-16,Alabama,2022,28,861.0,1.77548,1.77548
2022-07-23,Alabama,2022,29,789.0,1.47034,1.47034
2022-07-30,Alabama,2022,30,827.0,1.52364,1.52364
2022-08-06,Alabama,2022,31,774.0,1.39767,1.39767
2022-08-13,Alabama,2022,32,790.0,1.4935,1.4935
2022-08-20,Alabama,2022,33,979.0,1.69216,1.69216
2022-08-27,Alabama,2022,34,1277.0,2.21621,2.21621
2022-09-03,Alabama,2022,35,1207.0,2.05748,2.05748
2022-09-10,Alabama,2022,36,1139.0,2.03738,2.03738
2022-09-17,Alabama,2022,37,1055.0,1.79099,1.79099
2022-09-24,Alabama,2022,38,1142.0,1.9431,1.9431
2022-10-01,Alabama,2022,39,1302.0,2.38387,2.38387
2022-10-08,Alabama,2022,40,1436.0,3.04534,3.04534
2022-10-15,Alabama,2022,41,2324.0,4.09508,4.09508
2022-10-22,Alabama,2022,42,2831.0,5.4292,5.4292
2022-10-29,Alabama,2022,43,5912.0,10.2737,10.2737
2022-11-05,Alabama,2022,44,6688.0,11.5412,11.5412
2022-11-12,Alabama,2022,45,4298.0,8.55034,8.55034
2022-11-19,Alabama,2022,46,3369.0,6.9431,6.9431
2022-11-26,Alabama,2022,47,3400.0,7.48371,7.48371
2022-12-03,Alabama,2022,48,3240.0,6.18675,6.18675
2022-12-10,Alabama,2022,49,2343.0,4.65066,4.65066
2022-12-17,Alabama,2022,50,1902.0,4.16466,4.16466
2022-12-24,Alabama,2022,51,1707.0,3.98366,3.98366
2022-12-31,Alabama,2022,52,1946.0,4.22199,4.22199
2023-01-07,Alabama,2023,1,1681.0,3.41889,3.41889
2023-01-14,Alabama,2023,2,1250.0,2.64606,2.64606
2023-01-21,Alabama,2023,3,1147.0,2.43721,2.43721
2023-01-28,Alabama,2023,4,1334.0,2.92505,2.92505
2023-02-04,Alabama,2023,5,1335.0,2.7485,2.7485
2023-02-11,Alabama,2023,6,1350.0,2.69995,2.69995
2023-02-18,Alabama,2023,7,1253.0,2.57543,2.57543
2023-02-25,Alabama,2023,8,1128.0,2.32132,2.32132
2023-03-04,Alabama,2023,9,841.0,1.96316,1.96316
2023-03-11,Alabama,2023,10,891.0,1.88344,1.88344
2023-03-18,Alabama,2023,11,873.0,1.89721,1.89721
2023-03-25,Alabama,2023,12,894.0,1.88851,1.88851
2023-04-01,Alabama,2023,13,783.0,1.68047,1.68047
2023-04-08,Alabama,2023,14,706.0,1.51119,1.51119
2023-04-15,Alabama,2023,15,750.0,1.60424,1.60424
2023-04-22,Alabama,2023,16,770.0,1.62293,1.62293
2023-04-29,Alabama,2023,17,795.0,1.66402,1.66402
2023-05-06,Alabama,2023,18,789.0,1.77523,1.77523
2023-05-13,Alabama,2023,19,744.0,1.62275,1.62275
2023-05-20,Alabama,2023,20,736.0,1.54993,1.54993
2023-05-27,Alabama,2023,21,622.0,1.43912,1.43912
2023-06-03,Alabama,2023,22,684.0,1.5171,1.5171
2023-06-10,Alabama,2023,23,573.0,1.25688,1.25688
2023-06-17,Alabama,2023,24,551.0,1.2226,1.2226
2023-06-24,Alabama,2023,25,412.0,0.945887,0.945887
2023-07-01,Alabama,2023,26,411.0,0.889341,0.889341
2023-07-08,Alabama,2023,27,424.0,0.955751,0.955751
2023-07-15,Alabama,2023,28,489.0,1.03954,1.03954
2023-07-22,Alabama,2023,29,459.0,0.982428,0.982428
2023-07-29,Alabama,2023,30,509.0,1.12971,1.12971
2023-08-05,Alabama,2023,31,566.0,1.204,1.204
2023-08-12,Alabama,2023,32,730.0,1.54112,1.54112
2023-08-19,Alabama,2023,33,1059.0,2.0193,2.0193
2023-08-26,Alabama,2023,34,1588.0,2.88104,2.88104
2023-09-02,Alabama,2023,35,1531.0,2.91864,2.91864
2023-09-09,Alabama,2023,36,1342.0,2.66942,2.66942
2023-09-16,Alabama,2023,37,1097.0,2.45425,2.45425
2023-09-23,Alabama,2023,38,1023.0,2.2965,2.2965
2023-09-30,Alabama,2023,39,1006.0,2.27381,2.27381
2023-10-07,Alabama,2023,40,1024.0,2.386,2.386
2023-10-14,Alabama,2023,41,1045.0,2.46835,2.46835
2023-10-21,Alabama,2023,42,1121.0,2.80341,2.80341
2023-10-28,Alabama,2023,43,1368.0,3.16711,3.16711
2023-11-04,Alabama,2023,44,1517.0,3.65208,3.65208
2023-11-11,Alabama,2023,45,2231.0,4.93639,4.93639
2023-11-18,Alabama,2023,46,2481.0,5.3301,5.3301
2023-11-25,Alabama,2023,47,2043.0,5.14156,5.14156
2023-12-02,Alabama,2023,48,2311.0,5.16425,5.16425
2023-12-09,Alabama,2023,49,2913.0,6.38144,6.38144
2023-12-16,Alabama,2023,50,3951.0,8.49257,8.49257
2023-12-23,Alabama,2023,51,4669.0,9.82844,9.82844
2023-12-30,Alabama,2023,52,4568.0,10.11,10.11
2024-01-06,Alabama,2024,1,3557.0,8.12453,8.12453
2024-01-13,Alabama,2024,2,2529.0,6.12764,6.12764
2024-01-20,Alabama,2024,3,1908.0,5.30737,5.30737
2024-01-27,Alabama,2024,4,1987.0,4.68665,4.68665
2024-02-03,Alabama,2024,5,1880.0,4.41066,4.41066
2024-02-10,Alabama,2024,6,2072.0,4.69107,4.69107
2024-02-17,Alabama,2024,7,1776.0,4.31131,4.31131
2024-02-24,Alabama,2024,8,1676.0,3.96771,3.96771
2024-03-02,Alabama,2024,9,1568.0,3.7629,3.7629
2024-03-09,Alabama,2024,10,1318.0,3.15863,3.15863
2024-03-16,Alabama,2024,11,1164.0,2.83432,2.83432
2024-03-23,Alabama,2024,12,1144.0,2.784,2.784
2024-03-30,Alabama,2024,13,1018.0,2.55541,2.55541
2024-04-06,Alabama,2024,14,1047.0,2.50371,2.50371
2024-04-13,Alabama,2024,15,948.0,2.31677,2.31677
2024-04-20,Alabama,2024,16,861.0,2.02084,2.02084
2024-04-27,Alabama,2024,17,830.0,1.96357,1.96357
2024-05-04,Alabama,2024,18,871.0,2.04792,2.04792
2024-05-11,Alabama,2024,19,770.0,1.86274,1.86274
2024-05-18,Alabama,2024,20,675.0,1.72032,1.72032
2024-05-25,Alabama,2024,21,725.0,1.76868,1.76868
2024-06-01,Alabama,2024,22,619.0,1.52171,1.52171
2024-06-08,Alabama,2024,23,531.0,1.29153,1.29153
2024-06-15,Alabama,2024,24,536.0,1.34867,1.34867
2024-06-22,Alabama,2024,25,477.0,1.20009,1.20009
2024-06-29,Alabama,2024,26,463.0,1.15982,1.15982
2024-07-06,Alabama,2024,27,440.0,1.16488,1.16488
2024-07-13,Alabama,2024,28,510.0,1.24518,1.24518
2024-07-20,Alabama,2024,29,593.0,1.52368,1.52368
2024-07-27,Alabama,2024,30,556.0,1.4317,1.4317
2024-08-03,Alabama,2024,31,652.0,1.58126,1.58126
2024-08-10,Alabama,2024,32,874.0,2.01619,2.01619
2024-08-17,Alabama,2024,33,1001.0,2.18368,2.18368
2024-08-24,Alabama,2024,34,1233.0,2.54269,2.54269
2024-08-31,Alabama,2024,35,1269.0,2.7305,2.7305
2024-09-07,Alabama,2024,36,964.0,2.18421,2.18421
2024-09-14,Alabama,2024,37,750.0,1.97665,1.97665
2024-09-21,Alabama,2024,38,721.0,1.66686,1.66686
2024-09-28,Alabama,2024,39,803.0,1.88365,1.88365
2024-10-05,Alabama,2024,40,758.0,1.70306,1.70306
2024-10-12,Alabama,2024,41,806.0,1.82613,1.82613
2024-10-19,Alabama,2024,42,856.0,2.01255,2.01255
2024-10-26,Alabama,2024,43,973.0,2.12228,2.12228
2024-11-02,Alabama,2024,44,1062.0,2.33864,2.33864
2024-11-09,Alabama,2024,45,1075.0,2.35472,2.35472
2024-11-16,Alabama,2024,46,1212.0,2.6916,2.6916
2024-11-23,Alabama,2024,47,1235.0,2.7559,2.7559
2024-11-30,Alabama,2024,48,1451.0,3.73584,3.73584
2024-12-07,Alabama,2024,49,1480.0,3.41565,3.41565
2024-12-14,Alabama,2024,50,2214.0,4.71214,4.71214
2024-12-21,Alabama,2024,51,3544.0,7.23753,7.23753
2024-12-28,Alabama,2024,52,4375.0,9.64868,9.64868
2025-01-04,Alabama,2025,1,3608.0,7.8382,7.8382
2025-01-11,Alabama,2025,2,2366.0,5.9276,5.9276
2010-10-09,Alaska,2010,40,15.0,0.875146,0.875146
2010-10-16,Alaska,2010,41,19.0,1.12827,1.12827
2010-10-23,Alaska,2010,42,11.0,0.586042,0.586042
2010-10-30,Alaska,2010,43,18.0,0.967742,0.967742
2010-11-06,Alaska,2010,44,13.0,0.683851,0.683851
2010-11-13,Alaska,2010,45,19.0,0.951904,0.951904
2010-11-20,Alaska,2010,46,18.0,0.962567,0.962567
2010-11-27,Alaska,2010,47,10.0,0.652316,0.652316
2010-12-04,Alaska,2010,48,8.0,0.45977,0.45977
2010-12-11,Alaska,2010,49,14.0,0.797721,0.797721
2010-12-18,Alaska,2010,50,21.0,1.05581,1.05581
2010-12-25,Alaska,2010,51,15.0,0.852273,0.852273
2011-01-01,Alaska,2010,52,21.0,1.13086,1.13086
2011-01-08,Alaska,2011,1,12.0,0.592593,0.592593
2011-01-15,Alaska,2011,2,28.0,1.48227,1.48227
2011-01-22,Alaska,2011,3,36.0,1.66821,1.66821
2011-01-29,Alaska,2011,4,33.0,1.40127,1.40127
2011-02-05,Alaska,2011,5,49.0,3.67868,3.67868
2011-02-12,Alaska,2011,6,41.0,1.95891,1.95891
2011-02-19,Alaska,2011,7,69.0,4.4316,4.4316
2011-02-26,Alaska,2011,8,65.0,2.93454,2.93454
2011-03-05,Alaska,2011,9,116.0,4.8801,4.8801
2011-03-12,Alaska,2011,10,87.0,3.53371,3.53371
2011-03-19,Alaska,2011,11,62.0,2.68747,2.68747
2011-03-26,Alaska,2011,12,48.0,3.02457,3.02457
2011-04-02,Alaska,2011,13,51.0,2.14376,2.14376
2011-04-09,Alaska,2011,14,49.0,2.2082,2.2082
2011-04-16,Alaska,2011,15,31.0,1.36504,1.36504
2011-04-23,Alaska,2011,16,31.0,1.4123,1.4123
2011-04-30,Alaska,2011,17,17.0,0.854271,0.854271
2011-05-07,Alaska,2011,18,17.0,0.798122,0.798122
2011-05-14,Alaska,2011,19,7.0,0.359712,0.359712
2011-05-21,Alaska,2011,20,6.0,0.306279,0.306279
2011-05-28,Alaska,2011,21,14.0,0.716846,0.716846
2011-06-04,Alaska,2011,22,7.0,0.366492,0.366492
2011-06-11,Alaska,2011,23,11.0,0.601751,0.601751
2011-06-18,Alaska,2011,24,10.0,0.552486,0.552486
2011-06-25,Alaska,2011,25,14.0,0.764192,0.764192
2011-07-02,Alaska,2011,26,10.0,0.559284,0.559284
2011-07-09,Alaska,2011,27,9.0,0.500835,0.500835
2011-07-16,Alaska,2011,28,12.0,0.668896,0.668896
2011-07-23,Alaska,2011,29,6.0,0.31746,0.31746
2011-07-30,Alaska,2011,30,8.0,0.410678,0.410678
2011-08-06,Alaska,2011,31,7.0,0.369393,0.369393
2011-08-13,Alaska,2011,32,9.0,0.488865,0.488865
2011-08-20,Alaska,2011,33,6.0,0.322754,0.322754
2011-08-27,Alaska,2011,34,3.0,0.165107,0.165107
2011-09-03,Alaska,2011,35,17.0,0.913978,0.913978
2011-09-10,Alaska,2011,36,16.0,0.864865,0.864865
2011-09-17,Alaska,2011,37,19.0,0.98242,0.98242
2011-09-24,Alaska,2011,38,24.0,1.22699,1.22699
2011-10-01,Alaska,2011,39,29.0,1.21644,1.21644
2011-10-08,Alaska,2011,40,58.0,1.64913,1.64913
2011-10-15,Alaska,2011,41,38.0,1.50376,1.50376
2011-10-22,Alaska,2011,42,32.0,0.997817,0.997817
2011-10-29,Alaska,2011,43,30.0,0.87007,0.87007
2011-11-05,Alaska,2011,44,11.0,0.74174,0.74174
2011-11-12,Alaska,2011,45,25.0,1.17426,1.17426
2011-11-19,Alaska,2011,46,9.0,0.510204,0.510204
2011-11-26,Alaska,2011,47,10.0,0.578704,0.578704
2011-12-03,Alaska,2011,48,20.0,0.958313,0.958313
2011-12-10,Alaska,2011,49,15.0,0.703235,0.703235
2011-12-17,Alaska,2011,50,11.0,0.564682,0.564682
2011-12-24,Alaska,2011,51,10.0,0.516529,0.516529
2011-12-31,Alaska,2011,52,12.0,0.662252,0.662252
2012-01-07,Alaska,2012,1,13.0,0.696304,0.696304
2012-01-14,Alaska,2012,2,9.0,0.507042,0.507042
2012-01-21,Alaska,2012,3,14.0,0.763775,0.763775
2012-01-28,Alaska,2012,4,28.0,1.49653,1.49653
2012-02-04,Alaska,2012,5,11.0,0.838415,0.838415
2012-02-11,Alaska,2012,6,13.0,0.615822,0.615822
2012-02-18,Alaska,2012,7,8.0,0.360685,0.360685
2012-02-25,Alaska,2012,8,10.0,0.465983,0.465983
2012-03-03,Alaska,2012,9,19.0,0.84482,0.84482
2012-03-10,Alaska,2012,10,13.0,0.636943,0.636943
2012-03-17,Alaska,2012,11,25.0,1.3312,1.3312
2012-03-24,Alaska,2012,12,23.0,1.1358,1.1358
2012-03-31,Alaska,2012,13,18.0,0.920716,0.920716
2012-04-07,Alaska,2012,14,37.0,1.67877,1.67877
2012-04-14,Alaska,2012,15,54.0,2.32058,2.32058
2012-04-21,Alaska,2012,16,51.0,2.19072,2.19072
2012-04-28,Alaska,2012,17,45.0,1.83076,1.83076
2012-05-05,Alaska,2012,18,41.0,1.8611,1.8611
2012-05-12,Alaska,2012,19,35.0,1.47679,1.47679
2012-05-19,Alaska,2012,20,22.0,1.04216,1.04216
2012-05-26,Alaska,2012,21,17.0,0.753546,0.753546
2012-06-02,Alaska,2012,22,11.0,0.522814,0.522814
2012-06-09,Alaska,2012,23,5.0,0.277316,0.277316
2012-06-16,Alaska,2012,24,6.0,0.339559,0.339559
2012-06-23,Alaska,2012,25,5.0,0.268097,0.268097
2012-06-30,Alaska,2012,26,8.0,0.428036,0.428036
2012-07-07,Alaska,2012,27,7.0,0.380435,0.380435
2012-07-14,Alaska,2012,28,6.0,0.326797,0.326797
2012-07-21,Alaska,2012,29,6.0,0.30426,0.30426
2012-07-28,Alaska,2012,30,6.0,0.292398,0.292398
2012-08-04,Alaska,2012,31,5.0,0.262881,0.262881
2012-08-11,Alaska,2012,32,5.0,0.272035,0.272035
2012-08-18,Alaska,2012,33,2.0,0.0980392,0.0980392
2012-08-25,Alaska,2012,34,3.0,0.149775,0.149775
2012-09-01,Alaska,2012,35,3.0,0.150527,0.150527
2012-09-08,Alaska,2012,36,12.0,0.611621,0.611621
2012-09-15,Alaska,2012,37,13.0,0.628627,0.628627
2012-09-22,Alaska,2012,38,4.0,0.229226,0.229226
2012-09-29,Alaska,2012,39,7.0,0.568182,0.568182
2012-10-06,Alaska,2012,40,27.0,1.19893,1.19893
2012-10-13,Alaska,2012,41,17.0,0.847035,0.847035
2012-10-20,Alaska,2012,42,23.0,0.986278,0.986278
2012-10-27,Alaska,2012,43,27.0,1.17493,1.17493
2012-11-03,Alaska,2012,44,31.0,1.37533,1.37533
2012-11-10,Alaska,2012,45,25.0,1.32979,1.32979
2012-11-17,Alaska,2012,46,21.0,1.03704,1.03704
2012-11-24,Alaska,2012,47,38.0,1.66667,1.66667
2012-12-01,Alaska,2012,48,35.0,1.52439,1.52439
2012-12-08,Alaska,2012,49,32.0,1.49953,1.49953
2012-12-15,Alaska,2012,50,62.0,2.81818,2.81818
2012-12-22,Alaska,2012,51,46.0,2.21687,2.21687
2012-12-29,Alaska,2012,52,81.0,4.07855,4.07855
2013-01-05,Alaska,2013,1,46.0,2.16573,2.16573
2013-01-12,Alaska,2013,2,49.0,2.26433,2.26433
2013-01-19,Alaska,2013,3,56.0,2.53279,2.53279
2013-01-26,Alaska,2013,4,18.0,0.979858,0.979858
2013-02-02,Alaska,2013,5,55.0,2.47636,2.47636
2013-02-09,Alaska,2013,6,36.0,1.56726,1.56726
2013-02-16,Alaska,2013,7,23.0,1.04879,1.04879
2013-02-23,Alaska,2013,8,21.0,0.89782,0.89782
2013-03-02,Alaska,2013,9,24.0,1.0296,1.0296
2013-03-09,Alaska,2013,10,14.0,0.57923,0.57923
2013-03-16,Alaska,2013,11,14.0,1.13086,1.13086
2013-03-23,Alaska,2013,12,12.0,1.01351,1.01351
2013-03-30,Alaska,2013,13,14.0,0.91623,0.91623
2013-04-06,Alaska,2013,14,5.0,0.333778,0.333778
2013-04-13,Alaska,2013,15,11.0,0.71475,0.71475
2013-04-20,Alaska,2013,16,22.0,1.31579,1.31579
2013-04-27,Alaska,2013,17,12.0,0.786885,0.786885
2013-05-04,Alaska,2013,18,5.0,0.856164,0.856164
2013-05-11,Alaska,2013,19,2.0,0.17301,0.17301
2013-05-18,Alaska,2013,20,7.0,1.13452,1.13452
2013-05-25,Alaska,2013,21,11.0,0.600109,0.600109
2013-06-01,Alaska,2013,22,3.0,0.163399,0.163399
2013-06-08,Alaska,2013,23,3.0,0.176991,0.176991
2013-06-15,Alaska,2013,24,2.0,0.123839,0.123839
2013-06-22,Alaska,2013,25,1.0,0.0565291,0.0565291
2013-06-29,Alaska,2013,26,0.0,0.0,0.0
2013-07-06,Alaska,2013,27,0.0,0.0,0.0
2013-07-13,Alaska,2013,28,3.0,0.221076,0.221076
2013-07-20,Alaska,2013,29,4.0,0.212314,0.212314
2013-07-27,Alaska,2013,30,3.0,0.163577,0.163577
2013-08-03,Alaska,2013,31,1.0,0.0521376,0.0521376
2013-08-10,Alaska,2013,32,6.0,0.361228,0.361228
2013-08-17,Alaska,2013,33,5.0,0.279486,0.279486
2013-08-24,Alaska,2013,34,3.0,0.180505,0.180505
