"Influenza Hospitalization Rates (per 100,000 population) for the FluSurv-NET Network (downloaded on "Jan-09-2025)
Influenza Division - Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,YEAR,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE 
Minnesota,EIP,2024-25,2024,42,1-4 yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,42,1-4 yr,Overall,Overall,Overall,2,2,null,null
Oregon,EIP,2024-25,2024,42,1-4 yr,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,42,1-4 yr,Overall,Overall,Overall,0,0,null,null
New York - Rochester,EIP,2024-25,2024,42,1-4 yr,Overall,Overall,Overall,0,0,null,null
Utah,IHSP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,1.7,1.7,null,null
New York - Rochester,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
Oregon,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,2,0,null,null
Minnesota,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
New York - Albany,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
Michigan,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
Connecticut,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0,0,null,null
California,EIP,2024-25,2024,43,1-4 yr,Overall,Overall,Overall,0.7,0.7,null,null
Utah,IHSP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,1.7,0,null,null
California,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0.7,0,null,null
Connecticut,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0.8,0.8,null,null
Georgia,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0.5,0.5,null,null
Michigan,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0,0,null,null
New York - Albany,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,2.5,2.5,null,null
Minnesota,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,2,0,null,null
Oregon,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0,0,null,null
New York - Rochester,EIP,2024-25,2024,44,1-4 yr,Overall,Overall,Overall,0,0,null,null
Utah,IHSP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,1.7,0,null,null
New York - Rochester,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0,0,null,null
Oregon,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,4,2,null,null
Minnesota,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0.7,0.7,null,null
New York - Albany,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,2.5,0,null,null
Michigan,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,1,0.5,null,null
Colorado,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,1.6,0.8,null,null
Connecticut,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0,0,null,null
California,EIP,2024-25,2024,45,1-4 yr,Overall,Overall,Overall,0.7,0,null,null
Utah,IHSP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,1.7,0,null,null
California,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,0.7,0,null,null
Connecticut,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,2.4,0.8,null,null
Georgia,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,1,0,null,null
Michigan,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,0,0,null,null
New York - Albany,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,2.5,0,null,null
Minnesota,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,1.4,0.7,null,null
New Mexico,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,4,0,null,null
Oregon,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,0,0,null,null
New York - Rochester,EIP,2024-25,2024,46,1-4 yr,Overall,Overall,Overall,2.2,2.2,null,null
Utah,IHSP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,1.7,0,null,null
New York - Rochester,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,2.2,0,null,null
Tennessee,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,0,0,null,null
Oregon,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,5.9,2,null,null
Minnesota,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,1.4,0,null,null
New York - Albany,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,2.5,0,null,null
Michigan,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,1.5,0.5,null,null
Colorado,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,3.3,0.8,null,null
Connecticut,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,0,0,null,null
California,EIP,2024-25,2024,47,1-4 yr,Overall,Overall,Overall,0.7,0,null,null
Utah,IHSP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,3.5,1.7,null,null
California,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,0.7,0,null,null
Connecticut,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,6.5,3.3,null,null
Georgia,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,2,0.5,null,null
Michigan,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,2,2,null,null
New York - Albany,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,2.5,0,null,null
Minnesota,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,1.4,0,null,null
New Mexico,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,5.9,0,null,null
Oregon,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,0,0,null,null
Tennessee,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,1.1,1.1,null,null
New York - Rochester,EIP,2024-25,2024,48,1-4 yr,Overall,Overall,Overall,2.2,0,null,null
Utah,IHSP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,3.5,0,null,null
New York - Rochester,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,2.2,0,null,null
Tennessee,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,4.4,3.3,null,null
Oregon,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,2.9,2.9,null,null
New Mexico,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,5.9,0,null,null
Minnesota,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,1.4,0,null,null
New York - Albany,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,7.4,4.9,null,null
Michigan,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,2,0,null,null
Georgia,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,2,0,null,null
Colorado,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,6.5,0,null,null
Connecticut,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,0,0,null,null
California,EIP,2024-25,2024,49,1-4 yr,Overall,Overall,Overall,2.1,1.4,null,null
Utah,IHSP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,6.9,3.5,null,null
California,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,2.1,0,null,null
Connecticut,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,8.1,1.6,null,null
Georgia,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,3.5,1.5,null,null
Michigan,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,4,2,null,null
New York - Albany,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,7.4,0,null,null
Minnesota,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,5.4,4.1,null,null
New Mexico,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,7.9,2,null,null
Oregon,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,4.4,1.5,null,null
Tennessee,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,5.5,1.1,null,null
New York - Rochester,EIP,2024-25,2024,50,1-4 yr,Overall,Overall,Overall,2.2,0,null,null
Utah,IHSP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,13.8,6.9,null,null
New York - Rochester,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,2.2,0,null,null
Tennessee,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,13.3,7.7,null,null
Oregon,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,5.8,1.5,null,null
New Mexico,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,13.8,5.9,null,null
Minnesota,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,10.2,4.8,null,null
New York - Albany,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,9.8,2.5,null,null
Michigan,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,8,4,null,null
Georgia,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,6.6,3,null,null
Colorado,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,13.8,5.7,null,null
Connecticut,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,0,0,null,null
California,EIP,2024-25,2024,51,1-4 yr,Overall,Overall,Overall,3.6,1.4,null,null
Utah,IHSP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,13.8,0,null,null
California,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,5.7,2.1,null,null
Connecticut,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,2.1,2.1,null,null
Colorado,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,22,8.1,null,null
Georgia,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,13.7,7.1,null,null
Michigan,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,8,0,null,null
New York - Albany,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,17.2,7.4,null,null
Minnesota,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,12.2,2,null,null
New Mexico,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,15.8,2,null,null
Oregon,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,13.1,7.3,null,null
Tennessee,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,22.1,8.8,null,null
New York - Rochester,EIP,2024-25,2024,52,1-4 yr,Overall,Overall,Overall,6.5,4.3,null,null
Utah,IHSP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,1,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,2,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,3,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,4,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,5,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,6,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,7,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,8,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,9,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,10,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,11,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,12,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,13,1-4 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,14,1-4 yr,Overall,Overall,Overall,null,null,null,null
