week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2024-12-07,Pennsylvania,24-25,0.75,0.57,0.51,1.91584,0.4189141762681242,0.13151364764267987,0.4766355140186916,0.2931034482758621,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.02803168991426101,0.31110400662498755,0.04679137080601991
2024-12-28,Pennsylvania,24-25,1.46,3.91,1.07,3.56641,0.938445752092753,0.9602977667493796,1,0.7011494252873564,0.21314662331032433,0.6527084060563464,0.1596411474558326,0.20468422635507572,0.6527084060563464,0.11193229879087115
2024-06-15,Rhode Island,24-25,0.44,0.12,0.01,0.601863,0.038398216690988925,0.02985074626865671,0.011111111111111112,0.12101910828025478,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.012919255996047024,0.005316574834946666,0.02368561623465823
2024-07-06,Rhode Island,24-25,0.88,0.09,0,0.662442,0.0627120167863513,0.018656716417910446,0,0.40127388535031844,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.00807453499752939,0,0.07853651698860359
2024-08-10,Rhode Island,24-25,1.47,0.06,0.02,0.581805,0.030347799841704853,0.007462686567164177,0.022222222222222223,0.7770700636942675,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.003229813999011756,0.010633149669893332,0.15208658845412124
2024-10-26,Rhode Island,24-25,0.71,0.05,0.06,1.48125,0.3913462634474632,0.00373134328358209,0.06666666666666667,0.2929936305732484,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.0016149069995058784,0.031899449009679996,0.05734412351548834
2024-11-02,Rhode Island,24-25,0.5,0.12,0.08,1.38209,0.35154771250644185,0.02985074626865671,0.08888888888888889,0.1592356687898089,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.012919255996047024,0.042532598679573326,0.031165284519287142
2024-12-28,Rhode Island,24-25,1.2,1.86,0.9,2.53683,0.8150105877952182,0.6791044776119403,1,0.6050955414012739,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.2939130739100698,0.47849173514519994,0.11842808117329114
2024-06-08,Rhode Island,24-25,0.45,0.15,0,0.627183,0.04856057358718358,0.04104477611940298,0,0.12738853503184713,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.017763976994564657,0,0.024932227615429715
2024-07-13,Rhode Island,24-25,0.92,0.04,0.01,0.612827,0.04279869382408047,0,0.011111111111111112,0.4267515923566879,0.4327950758675754,0.47849173514519994,0.19571798678112326,0,0.005316574834946666,0.08352296251168954
2024-07-27,Rhode Island,24-25,1.1,0.07,0,0.675958,0.06813675674721097,0.01119402985074627,0,0.5414012738853503,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.004844720998517635,0,0.10596196736557628
2024-08-03,Rhode Island,24-25,1.35,0.05,0,0.562545,0.022617665804552024,0.00373134328358209,0,0.7006369426751593,0.4327950758675754,0.47849173514519994,0.19571798678112326,0.0016149069995058784,0,0.13712725188486344
