week_end,state,season,covid,flu,rsv,ili,ili_rescaled,flu_rescaled,rsv_rescaled,covid_rescaled,beta_flu,beta_rsv,beta_covid,flu_times_coef,rsv_times_coef,covid_times_coef
2023-04-22,District of Columbia,22-23,0.4,0.08,0.06,2.96031,0,0,0.019138755980861243,0.010162601626016269,0.7705815785687431,0.47750778604985455,0.10366858310442792,0,0.009138904996169464,0.0010535425112238618
2023-05-20,District of Columbia,22-23,0.45,0.14,0.04,4.29069,0.13612685445442532,0.008683068017366137,0.009569377990430623,0.020325203252032527,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.006691012259641764,0.004569452498084733,0.002107085022447723
2022-10-29,District of Columbia,22-23,1.67,2.55,2.11,10.8406,0.8063253280180578,0.3574529667149059,1,0.26829268292682923,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.2754466713552526,0.47750778604985455,0.027813522296309925
2022-11-12,District of Columbia,22-23,1.7,4.32,1.77,12.6955,0.996122004401883,0.613603473227207,0.8373205741626795,0.27439024390243905,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.47283153301468467,0.39982709358241414,0.02844564780304425
2022-11-26,District of Columbia,22-23,2.51,6.99,0.98,11.0104,0.8236995668718902,1,0.45933014354066987,0.4390243902439024,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.7705815785687431,0.21933371990806716,0.04551303648487079
2022-12-17,District of Columbia,22-23,3.86,2.76,0.62,8.21485,0.5376539047527445,0.38784370477568736,0.28708133971291866,0.7134146341463414,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.29886521426399876,0.13708357494254197,0.07395868428791504
2022-12-24,District of Columbia,22-23,4.55,1.99,0.51,7.19204,0.4329981612775489,0.276410998552822,0.23444976076555024,0.853658536585366,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.21299722359859613,0.11195158620307595,0.08849757094280433
2023-01-28,District of Columbia,22-23,2.64,0.43,0.2,4.18154,0.12495843177541595,0.05065123010130246,0.08612440191387562,0.4654471544715447,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.03903090484791029,0.0411250724827626,0.04825224701405283
2023-02-11,District of Columbia,22-23,1.91,0.31,0.12,4.75798,0.18394080070888527,0.03328509406657019,0.04784688995215311,0.3170731707317073,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.02564888032862676,0.022847262490423664,0.03287052635018446
2023-03-04,District of Columbia,22-23,1.12,0.33,0.08,3.55137,0.06047831340957668,0.0361794500723589,0.028708133971291867,0.15650406504065043,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.027879217748507348,0.013708357494254197,0.01622455467284746
2023-04-01,District of Columbia,22-23,0.65,0.43,0.09,5.18237,0.227365142447271,0.05065123010130246,0.03349282296650718,0.060975609756097573,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.03903090484791029,0.015993083743296565,0.006321255067343167
2023-04-08,District of Columbia,22-23,0.67,0.26,0.03,4.6397,0.17183818014568578,0.02604920405209841,0.004784688995215311,0.06504065040650407,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.02007303677892529,0.002284726249042366,0.006742672071832711
2023-04-29,District of Columbia,22-23,0.35,0.14,0.06,3.65816,0.07140525667931022,0.008683068017366137,0.019138755980861243,0,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.006691012259641764,0.009138904996169464,0
2022-10-22,District of Columbia,22-23,1.6,0.91,1.97,7.60053,0.4747955866568301,0.12011577424023155,0.9330143540669857,0.2540650406504065,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.0925590029250444,0.44552161856326145,0.026338562780596528
2023-01-14,District of Columbia,22-23,3.77,0.53,0.36,5.63917,0.2741057331918564,0.06512301013024602,0.16267942583732056,0.6951219512195121,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.050182591947313226,0.07768069246744044,0.07206230776771208
2023-03-11,District of Columbia,22-23,0.66,0.2,0.08,3.92986,0.09920608528111374,0.017366136034732273,0.028708133971291867,0.06300813008130082,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.013382024519283529,0.013708357494254197,0.006531963569587939
2023-05-06,District of Columbia,22-23,0.45,0.1,0.04,3.82458,0.08843364790460334,0.0028943560057887127,0.009569377990430623,0.020325203252032527,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.0022303374198805884,0.004569452498084733,0.002107085022447723
2023-05-13,District of Columbia,22-23,0.44,0.11,0.02,4.18097,0.12490010835876883,0.0043415340086830675,0,0.018292682926829274,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.0033455061298208813,0,0.0018963765202029503
2022-11-19,District of Columbia,22-23,2.09,5.05,1.26,12.2474,0.9502716131745437,0.7192474674384949,0.5933014354066986,0.35365853658536583,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.554238848840326,0.28330605488125343,0.03666327939059036
2022-12-03,District of Columbia,22-23,2.58,5.62,0.71,11.4517,0.8688541699708077,0.8017366136034733,0.33014354066985646,0.4532520325203252,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.6178034653069229,0.15764611118392327,0.046987996000584197
2023-01-07,District of Columbia,22-23,4.06,1.03,0.45,4.32388,0.13952291445182638,0.13748191027496381,0.2057416267942584,0.7540650406504065,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.10594102744432791,0.09824322870882175,0.07817285433281047
2023-02-18,District of Columbia,22-23,1.78,0.19,0.09,4.41834,0.149188230129877,0.015918958031837915,0.03349282296650718,0.2906504065040651,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.012266855809343231,0.015993083743296565,0.030131315821002428
2023-02-25,District of Columbia,22-23,1.27,0.29,0.08,4.24967,0.1319296148915031,0.03039073806078147,0.028708133971291867,0.1869918699186992,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.02341854290874617,0.013708357494254197,0.019385182206519042
2023-03-25,District of Columbia,22-23,0.82,0.27,0.06,5.08922,0.2178338683057252,0.027496382054992764,0.019138755980861243,0.09552845528455284,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.021188205488865585,0.009138904996169464,0.009903299605504292
2023-04-15,District of Columbia,22-23,0.48,0.19,0.05,3.99189,0.10555310551729288,0.015918958031837915,0.014354066985645935,0.026422764227642278,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.012266855809343231,0.0068541787471271,0.0027392105291820386
2023-05-27,District of Columbia,22-23,0.46,0.2,0.02,4.67646,0.17559952891050828,0.017366136034732273,0,0.022357723577235783,0.7705815785687431,0.47750778604985455,0.10366858310442792,0.013382024519283529,0,0.002317793524692495
2022-10-08,Florida,22-23,1.14,0.65,0.47,2.92512,0.03353668403508209,0.03498542274052478,0.9545454545454545,0.09712230215827336,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.0323602069681853,0.04562085801531138,0.0075639398423128085
2022-11-12,Florida,22-23,1.23,3.36,0.49,6.01916,0.86798655835679694,0.8250728862973762,1,0.12949640287769784,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.76316154766637,0.047793279825564305,0.010085253123083747
2022-12-10,Florida,22-23,2.08,3.28,0.27,5.73731,0.7919727715028533,0.8017492711370263,0.5000000000000001,0.4352517985611511,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.7415880763542464,0.02389663991278216,0.03389765633036482
2023-01-07,Florida,22-23,3.44,2.71,0.22,5.2658,0.6648084619782731,0.6355685131195336,0.38636363636363635,0.9244604316546763,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.5878770932553662,0.018465585387149843,0.07199750146201453
2023-01-21,Florida,22-23,2.61,1.56,0.14,3.87619,0.29003635500609504,0.3002915451895044,0.20454545454545456,0.6258992805755396,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.2777584431435905,0.009775898146138154,0.04874539009490477
2023-03-11,Florida,22-23,1.27,0.61,0.09,3.0899200000000002,0.07798256685761142,0.023323615160349843,0.0909090909090909,0.14388489208633096,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.02157347131212352,0.004344843620505846,0.011205836803426386
2023-04-08,Florida,22-23,1.14,0.54,0.05,2.80077,0,0.0029154518950437348,0,0.09712230215827336,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.002696683914015444,0,0.0075639398423128085
2023-05-20,Florida,22-23,0.87,0.82,0.06,2.87266,0.01938843759776482,0.0845481049562682,0.022727272727272717,0,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.07820383350644777,0.001086210905126461,0
2022-10-15,Florida,22-23,1.06,0.78,0.44,2.98013,0.04837265499422849,0.0728862973760933,0.8863636363636364,0.06834532374100721,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.06741709785038603,0.042362225299932,0.005322772481627535
2022-11-05,Florida,22-23,1.21,2.93,0.46,5.50544,0.7294383852767619,0.6997084548104958,0.9318181818181819,0.1223021582733813,0.9249625825072963,0.047793279825564305,0.07788056578381337,0.647204139363706,0.04453464711018493,0.009524961282912428
